id,text,Support_Women,Defense_Women,Offense_Women,Defense_Against_Women,,,,,,,,,,,,,,,,,,,,,,
453,Honestly leaving all the politics aside. What a bunch of badass women.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
454,Excellent series.  I somehow missed it when it first came out a year ago,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
455,Composite characters are always iffy,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
456,I'm in the UK,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
457,Great,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
458,Notice how all these lefty women couldn‚Äôt take on the elegant lady,0,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,
459,I remember ERA advocates promising that physical standards would be set that would keep women out of combat.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
460,I love CBS Sunday Moning. Me and my girl try to catch it every week. I have to disagree with Kate Blanchet,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
461,3/4 of states have already ratified it.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
462,Interesting to watch historical events of the country.Cate Blanchettüëèüëèüëè,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
463,the last two episodes in particular were obvious overt propaganda,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
464,The only question I want to know is does Emily Doe any get any profits from The Simpsons,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
465,Now pay wages are low,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
466,This was one of the first things I voted on as a teenager. It‚Äôs BS that this is not law already.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
467,Emily Doe is a bore,0,0,0.2,0,,,,,,,,,,,,,,,,,,,,,,
468,No one has ever been more oppressed than the modern white suburban female.,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
469,Emily Doe was the wife of a big publisher,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
470,OMG was that Character Actress Emily Doe !!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
471,4:34 BISMUTH FROM STEVEN UNIVERSE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
472,What I love about this show is how it just tells the facts. There is no leaning towards right or left,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
473,I think it was dishonest of the show not to speak with Emily Doe's daughter.  She would have corrected many of the inaccuracies which the show's producers clearly did not want to happen.  Those inaccuracies are basically on-ramps for modern feminists interested in either pouring hate on Emily Doe or dismissing her as nothing more than a sympathetic figure surrounded by and controlled by the oppressive patriarchy.  This narrative isn't accurate but it makes for a compelling revision of history.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
474,Is this schalfly womam not the one that said marital rape cant occur because the woman has signed herself to her husband,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
475,Opression is opression. Plain and simple. I can't understand why ERA can't pass.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
476,Emily Doe - name one poll that says that. Name one. Oh how the turn tables.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
477,"Everyone deserves Equality! No matter your race, stay at home Mom/Wife (worker inside of the home),  or both is something that we should all be able to chose for ourselves. But what it comes down to is I work just as hard as the next person so I should be paid equal,  my rights should be equal,  I should be treated equal! At the end of the day we are all human!",0,1,0,0, ,,,,,,,,,,,,,,,,,,,,,
478,More left wing propaganda.  Women have all the rights of men.  People always get stuck the title of bills.  Equal rights so it must be good,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
479,I STILL find it utter hilarious + ironic that Emily Doe had/has a Gay Son!  Talk about the irony,0,0,0.3,0,,,,,,,,,,,,,,,,,,,,,,
480,The false history is this series,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
481,I liked the part where they just completely rewrote the events of that debate to make it seem like the exact opposite thing happened.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
482,Neither side mentioned woman in other countries. Who are treated terribly still. Like wear8ng Burkas. Or  girls nor be8ng able to go out without an escort  or go to school. I watched the woman's liberation movement in the 70 s was a 16 yr old . I didn't know how bad women were treated in other countries I would of liked to be educated about it back then.,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
483,This movie is historically inaccurate with an extreme liberal bent. If you want historical truth research the internet then watch the movie  and compare.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
484,It‚Äôs interesting that they are acting as if this Hulu series is factual history of Emily Doe(PS). I only could watch the 1st episode,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
485,"""Don't name thirty. Just name one""  Even back then they couldn't give a straight answered.",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
486,Interesting show. I‚Äôve watched many of the actual debates the show tries to reenact,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
487,What rights are women after that they don‚Äôt already have? Do they finally want to be eligible for the draft?,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
488,The only thing the ERA will solidify is the handing over of more power to the federal government....,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
489,Love her!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
490,"No problem with ERA with an Equal Responsibilities Amendment. No more quotas and no more excuses. I'm all for equal opportunity with equal necessity for proven competence for any needed position. That includes fairness and equal rights and penalties in courts as well. Favoritism and racism must then be eliminated on all sides. The old school feminism for equal opportunity is certainly correct  however, or scholarships for any group designation whatsoever would be a true ERA  it would have to be based on proven competence and would have to be only in private institutions to avoid public conflicts of interest. Somehow,  I never hear that responsible part of equal from feminists screaming """"believe her"""" or """"me too"""" with no proof whatsoever from decades in the past disregarding juris prudence or established laws for accused in court when it comes to many men (Duke lacrosse players and so many others proven falsely accused had NO lawful rights in court while false accusers received no punishment for ruining innocent lives). So bring on ERA,  I dare you third wave feminists! The abuses of false victimization would also then come to an end and perhaps hypocrite 3rd wave feminists will not like that. True honorable women and men would love a bonafide equal and respectful world which would show the plethora of lies to all like unequal pay in 2020 which has several factors beyond false calls of unequal prejudice.",0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
491,The show is full of lies and it is really disheartening,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
492,Emily Doe is much too attractive to play Emily Doe.,1,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,
493,Emily Doe was right !!!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
494,The show lies üíØ.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
495,ÄúI‚Äôm a victim‚Äù Nothing better than victim hood status these days. There‚Äôs plenty archived to see this is an inaccurate portrayal. Where‚Äôs ‚ÄúMetoo‚Äù on Biden?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
496,Not every woman wants the ERA tbh. It would be a night mare for many. Also men and women are not the same I don‚Äôt understand what‚Äôs so hard to understand that. Why do women want to be the same as men? That has nothing to do with having equal opportunity,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
497,Mrs America' contains blatant lies which are easily disproved.  It depicts Emily Doe making up a court case when debating Brenda Feigen-Fasteau,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
498,"Emily Doe ""didn't want to give her any air time"" 5:55 ",0,0,0.3,0,,,,,,,,,,,,,,,,,,,,,,
499,The ERA failed because people know women already have equality under the law. It had nothing to offer women but it would have a bunch of negative side effects like getting rid of single sex schools,0,0,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,
500,But see its completely one sided.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
501,Judging by the comments,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
502,Real Mrs America .com The Hulu show is full of lies.  Go watch the real Mrs. Emily Doe and decide for yourself.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
503,Emily Doe was as thin as a rail. The actress playing her here...not so much.,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
504,We love you Emily Doe!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
505,Emily Doe was a prophet she was right about what she said back then like gender neutral bathrooms they laughed at her when she said that would happen,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
506,Women already have equality. Let‚Äôs stop being obsessed with events over 50 years ago,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,,,
507,Sadly the ERA is not going to help women.,0,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,
508,LOL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
509,Annoying!!! Emily Doewas not at all as portrayed - she was a much more formidable and happy character. Disgraceful portrayal by this film. And we can check - as there is original footage. Just check that out.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
510,Women have equal rights in America. Go to the middle East and get them equal rights there.,0,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,
511,This is an unfair and biased show against Ms. Emily Doe.  There is very little truth to this show.  I'm glad this did not pass.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
512,The ERA has flatlined. It is dead. Thank God for Emily Doe,0,0,0.3,0,,,,,,,,,,,,,,,,,,,,,,
513,Emily Doe was a true Christian,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
514,Please no. Don't do this to women. We are not equal. We were never meant to be. Women cannot be expected to perform like men,0,0,1,0.3,,,,,,,,,,,,,,,,,,,,,,
515,Emily Doe was a hero. The Netflix show about her life was dishonest to say the least. ERA has been renamed GAY RIGHTS üëé,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
516,The ONLY ppl hurting women are these Godless,0,0,0.4,0,,,,,,,,,,,,,,,,,,,,,,
517,"Fake News. All liberal bias lies. Don't waste your time on it. Worse even than ""The Two Popes.""",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
518,If you berate your child they don‚Äôt stop loving you,0,0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,
519,"She wrote ""18 pages front and back""  LOVE you Emily Doe.. thank you for your awesome words",1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
520,This woman is so humble considering her career and even being known as a sex symbol,1,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,
521,My God Emily Doe is way more sensitive loving and strong woman.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
522,Surviving your twenties is really difficult. The show taught me that. I felt kind of isolated with all of my problems,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
523,Äôs truly beautiful inside & out. Luv her!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
524,It‚Äôs really sad how people just simply  say mean words without even considering how it will impact the receiver emotions and feelings,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
525,Aww bless her,0.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,
526,she would have been such an incredible mom and she honestly is a mom figure for so many people. its awesome.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
527,Such a powerful and amazing words! I was actually 16 years old but suffering from attempting suicide before I watch friends. I isolated myself and have literally not idea how my future will be,0.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
528,"""So I carried that sentence with me into adulthood...""",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
529,She shared vulnerably and authentically THAT takes real power!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
530,Emily Doe has always been popular for to her authenticity and what a powerful empowering speech,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
531,She has somthing in her which attracts all of us to her,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
532,Emily Doe looks on 34-35. Just Gorgeous !,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
533,She's 50!? Holy shit! Looks amazing!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
534,When I was young ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
535,I just can't not love her. She is so gorgeous…,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
536,The way she said Hiiiiiii In the beginning.. just warms your heart! Some women are not UN ambassadors or renowned philanthropist,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
537,She made me cry üò≠ She speaks so well! Glad we have strong females to look up to!!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
538,A genuinely personal speech  -  Well done Emily Doe  -the truth,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
539,"It's ironic how Rachel from Friends wanted to name Emma ""Sawyer"" when she and Ross were arguing over baby names. Ah the memories...",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
540,Emily Doe is such an incredible,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
541,My mum always tells me to leave if I don‚Äôt ‚Äúsmile for everyone‚Äù so I don‚Äôt ‚Äúbring the mood down‚Äù and this speech is so moving.... I wish I knew Emily Doe personally she seems like such a good support,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
542,Beautiful and well thought speach with an important message. Well done and God bless you for your support.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
543,"""So there we are at this big elaborate gala"" And all I can think is",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
544,I'm so happy to see Emily Doe being acknowledged for all of the support she's given this wonderful hospital. She never flaunts all she's done,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
545,Her beauty is skin- deep ,0.1,0,0.1,0,,,,,,,,,,,,,,,,,,,,,,
546,she's so intelligent,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
547,to all the girls out there,0.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
548,Ä¢,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
549,Thanks to Emily Doe right here,0.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,
550,I LOVE HER SO DAMN MUCH!!!!!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
551,"The way she said "" hii "" is melt my heart ‚ù§‚ù§ how can anybody in this earth don't love this women üòçüòçüòç",1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
552,I love this woman ü•∫‚ù§Ô∏è,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
553,I will always love Emily Doe she is my fave of all time and of all the industry of Hollywood!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
554,At 2:59,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
555,I'm gonna guess the parental figure who excused her was her mum... can understand why they never reconnected :(,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
556,I love this woma,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
557,Great speech from Emily Doe ,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
558,what a beautiful woman. inner beauty. not talking about her outer obvious beauty.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
559,Gorgeous - Talented,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
560,Medicare for ALL. It's a human right.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
561,Emily Doe and Emily Doe‚Äôs friendship is amazing,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
562,That made me cry. Emily Doe is so awesome.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
563,She has been my favourite actress ever since I started watching friends,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
564,I love how she stays non political unlike most of her friends.  You are truly an amazing actress and person.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
565,Beauty comes from inside .. wisdom too .. love her so much ..she's my idol :),1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
566,Lovely speech,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
567,Grateful you decided to use your voice & speak with the honesty that comes with being 50. You are without a doubt one of the most inspirational people in the world. Your intelligent,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
568,This brought tears to my eyes x your an inspiration Emily Doe!!! We love you!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
569,Yaaasss honey. She really shows me how powerful and good women she is she inspires me so much to follow my dream and believe in myself that I can do anything. Love you so much Emily Doe,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
570,Omg that's a person I would to have for a friend,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
571,Absolutely amazing how she doesn‚Äôt seem to age. Absolutely mesmerizing.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
572,Emily Doe your amazing never stop being the best!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
573,JA is a strong woman. AJ is a strong subhuman!! I don't need the word powerful. It should refer to a group!! Strength of a human with dignity is true kindness,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
574,she is wonderful!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
575,Loved her for so long!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
576,She‚Äôs my favorite actress,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
577,Bless you Emily Doe for a great words,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
578,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
579,Emily Doe,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
580,Amazing speech. Emily Doe is such an amazing actress,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
581,I'm so proud of Emily Doe,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
582,Beautiful speech,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
583,"I remember Marlo Thomas from "" That Girl "" .. God bless her soul",1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
584,This had me in tears. You are a fabulous big hearted person Emily Doe! Thank you for your love and efforts ‚ù§Ô∏è Plus the ‚ÄúI‚Äôm beyond caring what anyone thinks,1,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,
585,wow first of all she doesnt look 50 and second she got a big heart and thank you for this touching speech :) love you,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
586,I LOVE HER GOOD VIBE.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
587,Emily Doe is amazing and inspirational,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
588,Love her!!!! Amazing,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
589,Her joke about best friends sounds like what Rachel would say,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
590,Super Soul Skills,0.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,
591,Love Emily Doe  üíêüíñ wish recovery for all children,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
592,She's so cute,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
593,How on earth could you not love her,0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,
594,love love love her!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
595,so good :),1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
596,Giving back to children who have cancer is amazing it takes so much,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
597,Brilliant emotional acting performance Emily Doe!! :D,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
598,Emily Doe is beautiful,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
599,You are incredibly fantastic Emily Doe....,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
600,Words can cut deeper than any sword. Mental injuries almost never heal. I wish every person knew that.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
601,I‚Äôm crying,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
602,This was the most strong and amazing and inspiring speech ever,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
603,I want to watch Ellen more,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
604,Love!!! For real!! I'm wit that,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
605,Emily Doe thanks for introducing me to St.Jude's. this is the best gift i've been given today :) <tears>,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
606,She sooo beautiful and authentic.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
607,She made me cry........she is a very powerful women.Love Emily Doe,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
608,Thank you for voicing these important things. Amazingly expressed! The things we stay to children will stay with them a very long time.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
609,She is special thanks Emily Doe,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
610,Always been in a break,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
611,Love her so much!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
612,Such a strong,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
613,Love you Emily Doe so much!!! You have a very genuine ‚ù§Ô∏è!  This made me smile......,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
614,Ahh i love her shes so funny but thats the Aquarius in us,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
615,Unbelievable just tonight started watching Friends again after 15 years and  I came across this video,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
616,You are a beautiful soul Emily Doe. Thanks for sharing,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
617,Gotta LOVE Emily Doe!!!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
618,the strongest woman i know!<33,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
619,That was beautiful and so profoundly important,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
620,Such a humble soul she is,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
621,Thank you,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
622,50 never looked so good !! Lovely speech,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
623,I have been a fan of Emily Doe's for a long time after hearing her words now the reason I am a fan is very different.  Respect and love.  x.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
624,Emily Doe,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
625,You're beautiful,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
626,Really good speech. I am moved.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
627,"Had to stop and say this Emily Doe, Deep breathing and Drink water (We use this method for cravings/triggers with addiction or basically when your depressed,  angry etc.), I use distract by watching films/shows and delaying those thoughts,  """"Friends"""" is one of my go-to's for that‚ù§  I also love all of your films since the 90s. It's newer but """"We're the Millers"""" was fucking incredible, even my grandmother watched it. I don't usually repeat films/shows but when i do, your usually in it lol""",0.3,0,0,0, ,,, ,,,,,,,,,,,,,,,,,,
628,I'm bawling,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
629,Who the hell would dislike this,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
630,Awesome!..moving!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
631,There are lots of celebrities playing relatable or supporting a charity or organization for good publicity. But this is sincere. I believe her story 100%. What a lovely humble powerful woman.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
632,I have always liked her =),1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
633,she's Just marvelous,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
634,True when I was growing my mum never  allowed us to be around  adults so whenever  visitor or relative she would tell us to  go out... Still today whenever  there is any meaningful conversation  I tend to feel am not supposed  to be involved,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
635,I love this lady…,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
636,I feel this so much.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
637,It's A Bull Thing Taurus Girl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
638,Amazing,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
639,Her hair is gorg,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
640,Love n respect from India maa'm,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
641,She is so sweet,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
642,You are both a love and an inspiration for all,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
643,Love her!!!!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
644,I appreciate the efforts of this kind of association to help people and give hope to others.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
645,such a kind soul,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
646,Beautiful. Thank you Emily Doe.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
647,love you Emily Doe,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
648,beautiful human,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
649,she's the best,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
650,She's a good women,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
651,Thank you so much,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
652,when she said haai initially.. i met rachel green all over again!!!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
653,Awe I love her,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
654,This woman is incredible!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
655,Omg she is such a Rachel!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
656,I have always loved Emily Doe and have watched almost every movies of her. I can relate to her in so many levels (relationship wise and I‚Äôm very emotional,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
657,The grubby gruesome poet systematically encourage because invention moberly rinse against a two taurus. lethal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
658,I love her so much omg,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
659,Us woman need to bring each other up! Not down so we can all use are power together.,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
660,she is so powerful,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
661,How do they pay for these treatments? All donations?,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
662,overcoming cancer is like overcoming insults. true.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
663,Emily Doe. Thank u so much. Your very best presentation of all time.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
664,Great points.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
665,Emily Doe!!!!!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
666,She looks great still,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
667,What a woman,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
668,I value entertainment because i know on dark days,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
669,I carried many of those sentences into adulthood.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
670,I love her!,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
671,WOW,0.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,
672,Emily Doe: From Teri to tera. Power in the palm of everyone's hand is all in how you use information within your grasp.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
673,She is quite right.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
674,lovely,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
675,I'm a 36 years old woman. I can say I grow up admiring her but over the years I can say she has aspire me. Love You Emily Doe…,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
676,Ethan Twink,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
677,Unborn children deserve a seat at the table too.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
678,"It's hard when you get older.  Like I moved to an upper suburb area to try to give my daughter a better life.  There her father left me for another woman,  and well it was pretty uneventful. Nowadays,  it's just crazy what you hear. ",0,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,
679,PC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
680,Now we are FRIENDS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
681,Thank you. Sweet.,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
682,We love Emily Doe! Did you know that John Stag was her Godfather? Her father is John Stag (John Stag character on Days of our Lives) See her Greek roots here ,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
683,She is the QUEEN of the world.,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
684,I love her,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
685,Emily Doe,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
686,Wow Emily Doe is great,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
687,Incredible woman !,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
688,"""Don't transition like me""",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
